externalId,symbol,longName,quantity,multiplier,offset,source,sourceReference
moment_of_force:newton_metre,N.m,newton metre,moment of force,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:pound-mass_square_foot_per_second_squared,lbm.ft2/s2,pound-mass square foot per second squared,moment of force,0.04214011009,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:thousand_foot_pound-force,1000 lbf.ft,thousand foot pound-force,moment of force,1355.817948,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_force:thousand_gram-force_metre,kgf.m,thousand gram-force metre,moment of force,9.80665,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_inertia:kilogram_square_metre,kg.m2,kilogram square metre,moment of inertia,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
moment_of_inertia:pound-mass_square_foot,lbm.ft2,pound-mass square foot,moment of inertia,0.04214011009,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
momentum:foot_pound-mass_per_second,lbm.ft/s,foot pound-mass per second,momentum,0.1382549544,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
momentum:kilogram_metre_per_second,kg.m/s,kilogram metre per second,momentum,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
normalized_power:bel_watt,B.W,bel watt,normalized power,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
normalized_power:decibel_megawatt,dB.MW,decibel megawatt,normalized power,100000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
normalized_power:decibel_milliwatt,dB.mW,decibel milliwatt,normalized power,0.0001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
normalized_power:decibel_watt,dB.W,decibel watt,normalized power,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_length:darcy_foot,D.ft,darcy foot,permeability length,3.01E-13,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_length:darcy_metre,D.m,darcy metre,permeability length,9.87E-13,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_length:millidarcy_foot,mD.ft,millidarcy foot,permeability length,3.01E-16,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_length:millidarcy_metre,mD.m,millidarcy metre,permeability length,9.87E-16,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_length:teradarcy-api_metre,TD[API].m,teradarcy-API metre,permeability length,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_rock:darcy,D,darcy,permeability rock,9.87E-13,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_rock:darcy-api,D[API],darcy-API,permeability rock,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_rock:millidarcy,mD,millidarcy,permeability rock,9.87E-16,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permeability_rock:teradarcy-api,TD[API],teradarcy-API,permeability rock,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permittivity:farad_per_metre,F/m,farad per metre,permittivity,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
permittivity:microfarad_per_metre,uF/m,microfarad per metre,permittivity,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:angular_degree,dega,angular degree,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:angular_mil,mila,angular mil,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:angular_millisecond,0.001 seca,angular millisecond,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:angular_minute,mina,angular minute,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:angular_second,seca,angular second,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:centesimal-minute,cgr,centesimal-minute,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:centesimal-second,ccgr,centesimal-second,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:gon,gon,gon,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:kiloradian,krad,kiloradian,plane angle,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:megaradian,Mrad,megaradian,plane angle,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:microradian,urad,microradian,plane angle,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:milliradian,mrad,milliradian,plane angle,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:radian,rad,radian,plane angle,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
plane_angle:revolution,rev,revolution,plane angle,None,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
potential_difference_per_power_drop:volt_per_bel,V/B,volt per bel,potential difference per power drop,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
potential_difference_per_power_drop:volt_per_decibel,V/dB,volt per decibel,potential difference per power drop,10,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:centiwatt,cW,centiwatt,power,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:deciwatt,dW,deciwatt,power,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:electric-horsepower,hp[elec],electric-horsepower,power,746,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:exawatt,EW,exawatt,power,1.00E+18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:femtowatt,fW,femtowatt,power,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:gigawatt,GW,gigawatt,power,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:horsepower,hp,horsepower,power,745.6998716,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:hydraulic-horsepower,hp[hyd],hydraulic-horsepower,power,746.043,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:kilowatt,kW,kilowatt,power,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:megawatt,MW,megawatt,power,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:metric-horsepower,hp[metric],metric-horsepower,power,735.49875,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:microwatt,uW,microwatt,power,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:milliwatt,mW,milliwatt,power,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:nanowatt,nW,nanowatt,power,1.00E-09,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:picowatt,pW,picowatt,power,1.00E-12,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:terawatt,TW,terawatt,power,1000000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:ton-refrigeration,tonRefrig,ton-refrigeration,power,3516.852842,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power:watt,W,watt,power,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:(btu_per_hour)_per_square_foot,Btu[IT]/(h.ft2),(BTU per hour) per square foot,power per area,3.154590745,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:btu_per_second_square_foot,Btu[IT]/(s.ft2),BTU per second square foot,power per area,11356.52668,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:calorie_per_hour_square_centimetre,cal[th]/(h.cm2),calorie per hour square centimetre,power per area,11.62222222,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:horsepower_per_square_inch,hp/in2,horsepower per square inch,power per area,1155837.113,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:hydraulic-horsepower_per_square_inch,hp[hyd]/in2,hydraulic-horsepower per square inch,power per area,1156368.963,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:kilowatt_per_square_centimetre,kW/cm2,kilowatt per square centimetre,power per area,10000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:kilowatt_per_square_metre,kW/m2,kilowatt per square metre,power per area,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:millionth_of_calorie_per_second_square_centimetre,ucal[th]/(s.cm2),millionth of calorie per second square centimetre,power per area,0.04184,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:milliwatt_per_square_metre,mW/m2,milliwatt per square metre,power per area,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:watt_per_square_centimetre,W/cm2,watt per square centimetre,power per area,10000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:watt_per_square_metre,W/m2,watt per square metre,power per area,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_area:watt_per_square_millimetre,W/mm2,watt per square millimetre,power per area,1000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_power:btu_per_horsepower_hour,Btu[IT]/(hp.h),BTU per horsepower hour,power per power,0.0003930147789,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_power:euclid,Euc,euclid,power per power,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_power:percent,%,percent,power per power,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_power:watt_per_kilowatt,W/kW,watt per kilowatt,power per power,0.001,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_power:watt_per_watt,W/W,watt per watt,power per power,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:(btu_per_second)_per_cubic_foot,Btu[IT]/(s.ft3),(BTU per second) per cubic foot,power per volume,37258.94581,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:btu_per_hour_cubic_foot,Btu[IT]/(h.ft3),BTU per hour cubic foot,power per volume,10.34970717,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:calorie_per_hour_cubic_centimetre,cal[th]/(h.cm3),calorie per hour cubic centimetre,power per volume,1162.222222,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:calorie_per_second_cubic_centimetre,cal[th]/(s.cm3),calorie per second cubic centimetre,power per volume,4184000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:horsepower_per_cubic_foot,hp/ft3,horsepower per cubic foot,power per volume,26334.14244,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:kilowatt_per_cubic_metre,kW/m3,kilowatt per cubic metre,power per volume,1000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:microwatt_per_cubic_metre,uW/m3,microwatt per cubic metre,power per volume,1.00E-06,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
power_per_volume:watt_per_cubic_metre,W/m3,watt per cubic metre,power per volume,None,None,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:uk_ton-force_per_square_foot,tonf[UK]/ft2,UK ton-force per square foot,pressure,107251.7801,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:us_ton-force_per_square_foot,tonf[US]/ft2,US ton-force per square foot,pressure,95760.51796,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:us_ton-force_per_square_inch,tonf[US]/in2,US ton-force per square inch,pressure,13789514.59,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:bar,bar,bar,pressure,100000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:centimetre_of_water_at_4_degree_celsius,cmH2O[4degC],centimetre of water at 4 degree Celsius,pressure,98.0638,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:centipascal,cPa,centipascal,pressure,0.01,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:decipascal,dPa,decipascal,pressure,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:dyne_per_square_centimetre,dyne/cm2,dyne per square centimetre,pressure,0.1,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:exapascal,EPa,exapascal,pressure,1.00E+18,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:femtopascal,fPa,femtopascal,pressure,1.00E-15,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:gigapascal,GPa,gigapascal,pressure,1000000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
pressure:hundred_bar,hbar,hundred bar,pressure,10000000,0,Energistics,https://www.energistics.org/energistics-unit-of-measure-standard
